Time,X,Y,Z
1.008205,776.11,32.35128,759.04
2.047015,776.11,32.35128,759.04
3.077384,776.11,32.34866,759.04
4.080784,776.11,32.34866,759.04
5.101245,776.11,32.34746,759.04
6.108124,776.11,32.34607,759.04
7.134398,776.11,32.34607,759.04
8.134588,776.11,32.34607,759.04
9.161463,776.11,32.34607,759.04
10.21568,776.11,32.34607,759.04
11.22102,776.11,32.34607,759.04
12.24333,775.7001,32.37314,760.3574
13.27007,776.0023,32.33612,762.0126
14.27142,776.0023,32.33612,762.0126
15.27386,776.0023,32.33612,762.0126
