Time,X,Y,Z
0.9916103,6.4,3.697766,-12.63
2.007918,6.4,3.691455,-12.63
3.048182,6.4,3.691358,-12.63
4.051448,6.4,3.691358,-12.63
5.052444,8.818485,3.531826,-16.13339
6.059395,9.258931,3.806776,-21.1376
7.062051,8.161616,3.695651,-26.0191
8.063567,9.270325,3.962164,-30.52998
9.090014,11.38722,3.851119,-35.08996
10.09535,14.92784,3.592174,-37.96469
11.0969,19.5355,3.553951,-39.4695
12.10047,24.1729,3.685365,-41.38216
13.10614,28.92018,3.746298,-43.0393
14.10962,33.37395,3.565971,-45.31789
15.11277,37.72582,3.507398,-47.8064
16.1153,42.27207,3.74545,-49.91591
17.11643,46.56751,3.731326,-52.4851
18.12077,50.71229,3.805812,-55.32007
19.15154,54.35759,3.74914,-57.56443
20.17687,58.46423,3.364969,-60.63323
21.20417,61.95763,3.30597,-63.16665
22.21096,62.18616,3.305969,-63.33134
23.21282,60.43102,3.324282,-62.95229
24.21649,62.24594,3.305969,-63.98978
25.21915,62.24594,3.305969,-63.98978
26.22311,62.24594,3.305969,-63.98978
27.22321,62.69922,3.305969,-64.23056
28.22339,61.88359,3.305969,-63.8894
29.2265,62.60145,3.305969,-64.08308
30.22937,62.3957,3.305969,-63.99148
31.23228,61.47563,3.305969,-63.49377
32.23603,61.47563,3.305969,-63.49377
33.23724,62.42676,3.305969,-63.80495
34.23901,62.42676,3.305969,-63.80495
35.24254,62.42676,3.305969,-63.80495
36.24444,62.42676,3.305969,-63.80495
37.24775,62.42676,3.305969,-63.80495
38.25021,62.42676,3.305969,-63.80495
39.25219,62.42676,3.305969,-63.80495
40.27908,62.42676,3.305969,-63.80495
41.28387,62.42676,3.305969,-63.80495
42.28662,62.42676,3.305969,-63.80495
43.28891,62.42676,3.305969,-63.80495
44.2914,62.42676,3.305969,-63.80495
45.29292,62.42676,3.305969,-63.80495
46.29558,62.42676,3.305969,-63.80495
47.29747,62.42676,3.305969,-63.80495
48.29963,62.42676,3.305969,-63.80495
49.32201,62.42676,3.305969,-63.80495
