Time,X,Y,Z
1.034293,776.11,32.35128,759.04
2.057428,774.4888,32.38112,760.5593
3.061766,770.2901,32.48535,762.2506
4.066284,770.2901,32.48535,762.2506
5.069901,770.2901,32.48535,762.2506
6.076386,770.2901,32.48535,762.2506
7.084839,770.8976,32.44163,761.3173
8.102056,770.9801,32.42698,759.2701
9.10603,771.5264,32.39618,758.229
10.11485,771.5264,32.39618,758.229
11.13156,771.5264,32.39618,758.229
12.15032,771.5264,32.39601,758.229
13.16911,771.5264,32.39592,758.229
14.17106,771.5264,32.39585,758.229
15.20251,772.1334,32.38113,758.0107
16.21456,776.3371,32.33891,759.0759
17.2235,776.6376,32.30597,759.8956
18.24138,775.1571,32.38112,762.2139
19.25696,775.1571,32.38112,762.2139
20.28366,775.1571,32.38112,762.2139
21.31318,775.1571,32.38112,762.2139
22.31842,773.2325,32.38112,761.0841
