Time,X,Y,Z
1.083393,6.4,3.661209,-12.63
2.110454,6.4,3.660643,-12.63
3.11626,6.4,3.657328,-12.63
4.120343,6.681249,3.691128,-13.04329
5.123421,5.037077,3.635832,-13.97349
6.127389,6.081686,3.745148,-17.58806
7.132692,6.035481,3.861975,-22.6143
8.133463,6.046815,3.924922,-23.48656
9.134885,6.36755,3.921809,-24.65455
10.13931,6.507128,3.69235,-29.57455
11.14105,5.540008,3.794877,-33.03448
12.14218,5.540008,3.79457,-33.03448
13.14283,5.540008,3.790823,-33.03448
14.14773,5.540008,3.790823,-33.03448
15.14925,5.540008,3.790823,-33.03448
16.15122,5.540008,3.790823,-33.03448
17.15264,5.540008,3.790823,-33.03448
18.15688,5.540008,3.790823,-33.03448
19.15905,5.540008,3.790823,-33.03448
20.16087,5.540008,3.790823,-33.03448
21.1622,5.540008,3.790823,-33.03448
22.16683,5.540008,3.790823,-33.03448
23.16922,5.540008,3.790823,-33.03448
24.19724,5.540008,3.790823,-33.03448
25.22898,5.540008,3.790823,-33.03448
26.23163,5.540008,3.790823,-33.03448
27.23402,5.540008,3.790823,-33.03448
28.23606,5.540008,3.790823,-33.03448
29.24055,5.540008,3.790823,-33.03448
30.24173,5.540008,3.790607,-33.03448
31.24356,5.540008,3.790607,-33.03448
32.24622,5.540008,3.790607,-33.03448
33.24942,5.540008,3.790599,-33.03448
34.2772,5.540008,3.790579,-33.03448
35.2787,5.540008,3.790527,-33.03448
36.30735,5.540008,3.790364,-33.03448
37.31354,5.540008,3.790231,-33.03448
38.31627,5.540008,3.790221,-33.03448
39.32045,5.540008,3.790221,-33.03448
40.34793,5.540008,3.790221,-33.03448
41.35206,5.540008,3.790221,-33.03448
42.38028,5.540008,3.789827,-33.03448
43.38274,5.540008,3.787024,-33.03448
44.40749,5.540008,3.785779,-33.03448
45.41086,5.540008,3.785291,-33.03448
46.42619,5.540008,3.785102,-33.03448
47.44353,5.540008,3.785102,-33.03448
48.46561,5.540008,3.785102,-33.03448
49.47497,5.540008,3.784471,-33.03448
50.47701,5.540008,3.784111,-33.03448
51.47904,5.540008,3.784111,-33.03448
52.47993,5.540008,3.784111,-33.03448
53.48348,5.540008,3.784111,-33.03448
54.48806,5.540008,3.784111,-33.03448
55.51538,5.540008,3.784111,-33.03448
56.51749,5.540008,3.784111,-33.03448
57.51957,5.540008,3.784111,-33.03448
58.52205,5.540008,3.784111,-33.03448
59.52454,5.540008,3.784111,-33.03448
60.55246,5.540008,3.784111,-33.03448
61.55596,5.540008,3.784111,-33.03448
62.80752,5.540008,3.784111,-33.03448
63.82716,5.540008,3.784111,-33.03448
64.83215,5.540008,3.784111,-33.03448
65.83471,5.540008,3.784111,-33.03448
66.84061,6.023042,3.873087,-35.83088
67.84535,6.082684,4.006738,-40.85406
68.84832,6.073082,3.818696,-44.02618
69.85006,6.075233,3.818696,-44.03883
70.85331,6.276325,4.090077,-46.88257
71.8553,6.283488,4.09357,-46.98441
72.85818,6.493443,4.174768,-51.76171
73.86089,7.369457,4.317395,-51.69417
74.86282,11.36784,4.240717,-50.40377
75.86366,15.47711,4.252501,-53.22832
76.86779,19.6342,4.642763,-55.98613
77.86997,24.28075,4.289558,-54.18379
78.87199,28.94929,3.930376,-52.85054
79.8724,32.98999,3.686296,-50.03876
80.87592,37.84848,3.57795,-48.84098
81.87872,42.74015,3.663367,-48.39533
82.88083,41.33787,3.55797,-44.54667
83.88392,40.0935,3.743564,-40.88004
84.8866,41.08317,3.750994,-38.41449
85.88858,41.08317,3.750994,-38.41449
86.88934,41.08317,3.747715,-38.41449
87.92125,41.08317,3.747715,-38.41449
88.92341,41.08317,3.747715,-38.41449
89.92616,42.14693,3.668473,-34.27751
90.92814,43.15393,3.601696,-31.47712
91.93097,43.15393,3.601413,-31.47712
92.93256,44.33639,3.780452,-28.6811
93.9343,44.50792,3.871735,-28.27596
94.96178,44.50792,3.871735,-28.27596
95.96636,44.50792,3.871735,-28.27596
96.96956,44.50792,3.871735,-28.27596
97.97044,44.50792,3.871735,-28.27596
98.97153,44.50792,3.871735,-28.27596
99.97656,44.50792,3.871735,-28.27596
100.9797,44.50792,3.871735,-28.27596
101.9827,43.44415,3.707057,-30.42642
102.9829,43.44415,3.707031,-30.42642
103.9836,43.44415,3.707031,-30.42642
104.9864,43.44415,3.707031,-30.42642
105.9902,43.44415,3.707031,-30.42642
106.9927,43.44415,3.707031,-30.42642
107.9956,43.44415,3.707031,-30.42642
108.9975,44.73318,3.649404,-31.74411
109.9989,44.23385,3.66309,-31.14973
111.0028,45.63789,3.796947,-28.54656
112.0063,45.63789,3.796671,-28.54656
113.0076,44.84597,3.868452,-28.30779
114.0368,42.27408,4.726913,-24.30084
115.0394,43.3745,4.37675,-26.02696
116.04,44.84871,3.70357,-30.78505
117.0441,45.42365,3.689676,-33.62369
118.0478,45.42365,3.688527,-33.62369
119.0494,45.18902,3.663445,-32.61453
120.0515,44.64799,3.696392,-30.47796
121.0527,43.23639,4.424128,-25.67558
122.0549,42.88197,4.758225,-24.06728
123.0588,42.88197,4.758225,-24.06728
124.0604,42.88197,4.758225,-24.06728
125.0629,42.88197,4.758225,-24.06728
126.0654,42.88197,4.758225,-24.06728
127.0681,42.88197,4.758225,-24.06728
128.0699,42.88197,4.758225,-24.06728
129.0708,42.88197,4.758225,-24.06728
130.0767,42.88197,4.758225,-24.06728
131.0793,42.88197,4.758225,-24.06728
132.0813,42.98125,4.771306,-24.03489
133.1076,45.87128,4.648261,-24.14966
134.1128,46.24908,4.614703,-23.77804
135.115,48.02338,4.72968,-21.75399
136.118,49.20393,4.439761,-20.4656
137.1186,47.35391,4.841449,-18.76668
138.1233,47.36149,4.837484,-18.59904
139.1248,48.22208,4.784649,-15.69724
140.1524,49.39975,4.742295,-10.69691
141.1541,50.64791,4.661033,-5.846918
142.1598,51.28127,4.947437,-0.8675197
143.1623,52.45258,5.535101,3.939525
144.1636,52.4887,5.558002,4.040999
145.1673,52.4887,5.556276,4.040999
146.1688,52.44279,5.966959,7.766503
147.1702,53.31504,6.29155,9.28947
148.1735,53.31504,6.29155,9.28947
149.1767,53.31504,6.29155,9.28947
150.1786,54.42171,5.964208,12.23205
151.1815,56.21078,4.769975,16.91396
152.2076,57.40442,4.485193,21.03504
153.2133,57.40442,4.484355,21.03504
154.2166,57.40442,4.484355,21.03504
155.219,57.40442,4.482964,21.03504
156.2222,57.40442,4.48075,21.03504
157.2245,57.40442,4.479928,21.03504
158.2276,57.40442,4.479928,21.03504
159.2292,57.40442,4.479928,21.03504
160.2301,57.40442,4.479928,21.03504
161.2338,57.70724,4.030392,24.40213
162.2375,58.58326,3.854056,26.06812
163.2391,58.58326,3.854056,26.06812
164.244,60.83126,3.944685,25.14189
165.2706,62.9546,4.066018,26.32156
166.2746,67.71985,3.744204,27.65175
167.2789,72.61982,3.447543,28.74017
168.2816,77.49439,3.350757,29.90014
169.283,82.2768,3.873172,31.13819
170.2914,86.31302,4.422067,33.57154
171.2939,90.86733,6.619511,34.12343
172.2968,91.38791,6.978864,34.96097
173.3149,91.73461,7.035496,34.80355
174.3657,91.60597,7.186447,35.20998
175.3913,91.97855,7.251826,37.83028
176.446,92.80495,7.26651,36.57518
177.4514,92.54236,7.354385,35.27411
178.4741,90.48367,6.728605,34.73241
179.4814,92.29903,7.377718,37.36814
180.4934,92.66008,7.142467,36.89111
181.4934,92.55122,7.300195,36.58102
182.4968,94.09863,7.270795,35.47716
183.4997,92.9474,7.999514,32.45367
184.5065,92.9474,7.997295,32.45367
185.5088,92.9474,7.997295,32.45367
186.5124,94.12453,7.546074,33.23647
187.5134,93.31897,7.136033,36.80389
188.5267,90.27866,6.692701,37.29242
189.5322,89.03766,6.393056,35.39399
190.5337,88.97108,6.180401,34.17041
191.5387,88.97105,5.810022,36.36505
192.5423,93.00389,6.911602,38.15136
193.5541,95.86146,7.228361,34.52317
194.5573,94.91955,8.235712,32.14816
195.5587,95.27329,8.36872,30.38586
196.5601,92.72694,8.531845,30.69166
197.5629,91.92442,7.935449,30.58048
198.5656,92.30853,7.561181,31.11176
199.5687,92.14384,7.394444,31.65904
200.5722,93.07262,7.257069,33.76975
201.5751,92.62715,7.285108,33.77871
202.5761,90.65855,6.814937,34.93565
203.5774,89.20792,6.353538,34.98008
204.5965,88.92509,6.92599,30.59517
205.5965,89.01957,6.953965,30.39802
206.6008,89.00642,6.322919,32.05383
207.6044,89.00642,6.298422,34.17109
208.6066,89.0064,6.204615,33.93689
209.6073,88.9929,6.428272,34.68976
210.6115,89.15262,6.941433,30.25369
211.6148,89.0529,6.62986,31.47704
212.6169,88.95303,5.984118,32.65207
213.6448,88.953,6.220043,35.42086
214.6495,88.953,5.853221,37.23409
215.6525,88.90337,5.27908,40.57289
216.6554,88.93063,5.27908,40.76916
217.6581,88.97656,5.295269,40.7198
218.6585,89.00751,5.482081,41.03348
219.6616,89.17712,5.517611,41.06589
220.665,89.0887,5.517611,41.30165
221.6677,89.10964,5.971344,37.19094
222.669,89.05751,5.817692,36.31512
223.6713,88.99947,5.925913,37.32178
224.6727,88.99947,5.816282,37.77745
225.7032,88.99947,5.816282,37.77745
