Time,X,Y,Z
1.021175,776.11,32.34974,759.04
2.038114,776.11,32.34974,759.04
3.072428,775.0307,32.38113,760.9642
4.09255,772.3737,32.38113,765.1186
5.108772,769.5614,33.14917,769.3231
6.112955,768.5792,33.57138,774.0134
7.124168,768.2277,33.57138,774.8366
8.130898,767.5306,33.65389,775.3505
9.146454,767.4432,33.62484,775.1459
10.16407,767.4432,33.62096,775.1459
11.17332,767.4432,33.62096,775.1459
12.18256,767.4432,33.62096,775.1459
13.19789,767.4432,33.62096,775.1459
14.21711,767.4432,33.62096,775.1459
15.22645,767.4432,33.62096,775.1459
16.23332,767.4432,33.62096,775.1459
17.23755,767.4432,33.62096,775.1459
18.24139,767.4432,33.62096,775.1459
19.24583,767.4432,33.62096,775.1459
20.26216,767.4432,33.62096,775.1459
21.26776,767.4432,33.62096,775.1459
22.27728,767.4432,33.62096,775.1459
23.2893,767.4432,33.62096,775.1459
24.30478,767.4432,33.62096,775.1459
25.31409,767.4432,33.62096,775.1459
26.32273,767.4432,33.62096,775.1459
27.32282,767.4432,33.62096,775.1459
28.33087,767.4432,33.62096,775.1459
29.33338,767.4432,33.62096,775.1459
30.34822,767.4432,33.62096,775.1459
31.36622,767.4432,33.62096,775.1459
32.38096,767.4432,33.62096,775.1459
33.3945,767.4432,33.62096,775.1459
34.40106,767.4432,33.62096,775.1459
35.4124,767.4432,33.62096,775.1459
36.43388,767.4432,33.62096,775.1459
37.45205,767.4432,33.62096,775.1459
38.76576,767.4432,33.61249,775.1459
39.81404,767.4432,33.61249,775.1459
