Time,X,Y,Z
0.997766,-99.21729,1.414604,73.71521
1.999679,-99.21729,1.414604,73.71521
3.016141,-99.21729,1.414604,73.71521
4.031046,-99.21729,1.414604,73.71521
5.047404,-99.21729,1.414604,73.71521
6.194391,-99.21729,1.414604,73.71521
7.210104,-99.21729,1.414604,73.71521
8.239816,-99.2318,1.253043,74.10537
9.267945,-99.44484,1.366885,73.73521
10.2977,-99.19114,1.290148,74.01569
11.29864,-99.19893,1.242539,77.02891
12.32712,-99.14732,1.238161,77.26937
13.32831,-99.13522,1.239036,77.32841
14.33323,-99.12414,1.234281,77.33956
15.36302,-99.16354,1.246796,77.28807
16.36527,-99.16733,1.244261,77.27857
17.36794,-99.16441,1.237655,77.26188
18.39647,-99.17934,1.243303,77.30814
19.45307,-99.22385,1.440256,78.58709
20.45903,-99.3221,1.392518,78.26701
21.46915,-99.10743,1.261967,77.42986
22.49896,-99.10977,1.243697,77.28352
23.4999,-99.12634,1.236552,77.27175
24.52334,-99.15482,1.240169,77.26327
25.53089,-99.13972,1.243222,77.25928
26.55529,-99.22658,1.230996,77.29749
27.56095,-99.22658,1.225421,77.29749
28.56108,-99.22658,1.225421,77.29749
29.58537,-99.22658,1.224959,77.29749
30.58758,-99.22658,1.224959,77.29749
31.61653,-99.22658,1.224959,77.29749
32.64857,-99.22658,1.224959,77.29749
33.65003,-99.22658,1.224959,77.29749
