Time,X,Y,Z
376.0297,23.05,3.305969,8.87
377.0349,23.05,3.305969,8.87
378.0392,23.05,3.305969,8.87
379.0554,23.05,3.305969,8.87
380.0661,23.05,3.305969,8.87
381.0968,23.05,3.305969,8.87
382.1309,23.05,3.305969,8.87
383.1319,23.05,3.305969,8.87
384.1503,23.05,3.305969,8.87
385.1711,23.05,3.305969,8.87
386.1883,23.05,3.305969,8.87
387.1949,23.05,3.305969,8.87
388.2067,23.05,3.305969,8.87
389.2341,23.05,3.305969,8.87
390.2624,23.05,3.305969,8.87
391.2675,23.05,3.305969,8.87
392.2769,23.05,3.305969,8.87
393.2935,23.05,3.305969,8.87
394.3072,23.05,3.305969,8.87
395.3406,23.05,3.305969,8.87
396.3475,23.05,3.305969,8.87
397.3683,23.05,3.305969,8.87
398.3749,23.05,3.305969,8.87
399.3802,23.05,3.305969,8.87
400.4135,23.05,3.305969,8.87
401.4405,23.05,3.305969,8.87
402.445,23.05,3.305969,8.87
403.4471,23.05,3.305969,8.87
404.4474,23.05,3.305969,8.87
405.4586,23.05,3.305969,8.87
406.4648,23.05,3.305969,8.87
407.4958,23.05,3.305969,8.87
408.5289,23.05,3.305969,8.87
409.5622,23.05,3.305969,8.87
410.5904,23.05,3.305969,8.87
411.6229,23.05,3.305969,8.87
412.6548,23.05,3.305969,8.87
413.6742,23.05,3.305969,8.87
414.6921,23.05,3.305969,8.87
415.7255,23.05,3.305969,8.87
416.7564,23.05,3.305969,8.87
417.7859,23.05,3.305969,8.87
418.8168,23.05,3.305969,8.87
419.845,23.05,3.305969,8.87
420.8766,23.05,3.305969,8.87
421.9083,23.05,3.305969,8.87
422.9373,23.05,3.305969,8.87
423.9652,23.05,3.305969,8.87
424.993,23.05,3.305969,8.87
426.0181,23.05,3.305969,8.87
427.0441,23.05,3.305969,8.87
428.0697,23.05,3.305969,8.87
429.0915,23.05,3.305969,8.87
430.1181,23.05,3.305969,8.87
431.1478,23.05,3.305969,8.87
432.1749,23.05,3.305969,8.87
433.182,23.05,3.305969,8.87
434.2016,23.05,3.305969,8.87
435.2251,23.05,3.305969,8.87
436.2488,23.05,3.305969,8.87
437.2804,23.05,3.305969,8.87
438.282,23.05,3.305969,8.87
439.314,23.05,3.305969,8.87
440.3253,23.05,3.305969,8.87
441.3311,23.05,3.305969,8.87
442.3649,23.05,3.305969,8.87
443.377,23.05,3.305969,8.87
444.3774,23.05,3.305969,8.87
445.3939,23.05,3.305969,8.87
446.3966,23.05,3.305969,8.87
447.4235,23.05,3.305969,8.87
448.4543,23.05,3.305969,8.87
449.4799,23.05,3.305969,8.87
450.5037,23.05,3.305969,8.87
451.5126,23.05,3.305969,8.87
452.5478,23.05,3.305969,8.87
453.5526,23.05,3.305969,8.87
454.5599,23.05,3.305969,8.87
455.5831,23.05,3.305969,8.87
456.6145,23.05,3.305969,8.87
457.6183,23.05,3.305969,8.87
458.6207,23.05,3.305969,8.87
459.6329,23.05,3.305969,8.87
460.6472,23.05,3.305969,8.87
461.6575,23.05,3.305969,8.87
462.6877,23.05,3.305969,8.87
463.7211,23.05,3.305969,8.87
464.7493,23.05,3.305969,8.87
465.7783,23.05,3.305969,8.87
466.8114,23.05,3.305969,8.87
467.8147,23.05,3.305969,8.87
468.8197,23.05,3.305969,8.87
469.8442,23.05,3.305969,8.87
470.8709,23.05,3.305969,8.87
471.8953,23.05,3.305969,8.87
472.9297,23.05,3.305969,8.87
473.9632,23.05,3.305969,8.87
474.9639,23.05,3.305969,8.87
475.9967,23.05,3.305969,8.87
477.0294,23.05,3.305969,8.87
478.0605,23.05,3.305969,8.87
479.0642,23.05,3.305969,8.87
480.0973,23.05,3.305969,8.87
481.1279,23.05,3.305969,8.87
482.1571,23.05,3.305969,8.87
483.19,23.05,3.305969,8.87
484.2216,23.05,3.305969,8.87
485.2512,23.05,3.305969,8.87
486.2846,23.05,3.305969,8.87
487.3105,23.05,3.305969,8.87
488.3385,23.05,3.305969,8.87
489.3653,23.05,3.305969,8.87
490.3921,23.05,3.305969,8.87
491.4234,23.05,3.305969,8.87
492.4496,23.05,3.305969,8.87
493.4735,23.05,3.305969,8.87
494.4982,23.05,3.305969,8.87
495.5218,23.05,3.305969,8.87
496.5478,23.05,3.305969,8.87
497.5718,23.05,3.305969,8.87
498.5961,23.05,3.305969,8.87
499.6307,23.05,3.305969,8.87
500.6521,23.05,3.305969,8.87
501.6825,23.05,3.305969,8.87
502.7126,23.05,3.305969,8.87
503.7445,23.05,3.305969,8.87
504.7565,23.05,3.305969,8.87
505.7724,23.05,3.305969,8.87
506.7737,23.05,3.305969,8.87
507.7932,23.05,3.305969,8.87
508.8099,23.05,3.305969,8.87
509.8262,23.05,3.305969,8.87
510.8377,23.05,3.305969,8.87
511.8481,23.05,3.305969,8.87
512.8613,23.05,3.305969,8.87
513.8711,23.05,3.305969,8.87
514.884,23.05,3.305969,8.87
515.8996,23.05,3.305969,8.87
516.9121,23.05,3.305969,8.87
517.9225,23.05,3.305969,8.87
518.9349,23.05,3.305969,8.87
519.9474,23.05,3.305969,8.87
520.9596,23.05,3.305969,8.87
521.9714,23.05,3.305969,8.87
522.9868,23.05,3.305969,8.87
524.001,23.05,3.305969,8.87
525.0149,23.05,3.305969,8.87
526.0281,23.05,3.305969,8.87
527.0419,23.05,3.305969,8.87
528.056,23.05,3.305969,8.87
529.0656,23.05,3.305969,8.87
530.0819,23.05,3.305969,8.87
531.1004,23.05,3.305969,8.87
532.1279,23.05,3.305969,8.87
533.1637,23.05,3.305969,8.87
