Time,X,Y,Z
0.982213,1407.74,22.8833,431.33
1.983489,1407.74,22.8833,431.33
2.984785,1407.74,22.8833,431.33
3.985199,1407.74,22.8833,431.33
4.995624,1407.74,22.8833,431.33
6.004254,1407.74,22.8833,431.33
7.012871,1407.74,22.8833,431.33
8.023958,1407.74,22.8833,431.33
9.025305,1407.74,22.8833,431.33
10.02832,1407.74,22.8833,431.33
11.03873,1407.74,22.8833,431.33
12.05072,1407.74,22.8833,431.33
13.05643,1407.74,22.8833,431.33
14.05935,1407.74,22.8833,431.33
15.06328,1407.74,22.8833,431.33
16.07645,1407.74,22.8833,431.33
17.08076,1407.74,22.8833,431.33
18.08667,1407.74,22.8833,431.33
19.12302,1407.74,22.8833,431.33
20.12359,1407.74,22.8833,431.33
21.13483,1407.74,22.8833,431.33
22.14029,1407.74,22.8833,431.33
23.14737,1407.74,22.8833,431.33
24.15782,1407.74,22.8833,431.33
25.16147,1407.74,22.8833,431.33
26.17122,1407.74,22.8833,431.33
27.17789,1407.74,22.8833,431.33
28.18608,1407.74,22.8833,431.33
29.1922,1407.74,22.8833,431.33
30.20271,1407.74,22.8833,431.33
31.20449,1407.74,22.8833,431.33
32.21529,1407.74,22.8833,431.33
33.21609,1407.74,22.8833,431.33
34.21737,1407.74,22.8833,431.33
35.22966,1407.74,22.8833,431.33
36.24204,1407.74,22.8833,431.33
37.24928,1407.74,22.8833,431.33
38.25078,1407.74,22.8833,431.33
39.25433,1407.74,22.8833,431.33
40.26456,1407.74,22.8833,431.33
41.27256,1407.74,22.8833,431.33
42.299,1407.74,22.8833,431.33
43.30957,1407.74,22.8833,431.33
44.32467,1407.74,22.8833,431.33
45.32943,1407.74,22.8833,431.33
46.32986,1407.74,22.8833,431.33
