Time,X,Y,Z
1.114007,776.11,32.35128,759.04
2.163555,776.11,32.35128,759.04
3.16531,776.11,32.35128,759.04
4.170582,776.11,32.35128,759.04
5.196126,776.11,32.35128,759.04
6.20204,776.11,32.35128,759.04
7.210992,776.11,32.35128,759.04
8.214724,776.11,32.35093,759.04
9.216659,776.11,32.35093,759.04
10.21907,776.11,32.35045,759.04
11.22426,776.11,32.35045,759.04
12.24328,776.11,32.35042,759.04
13.27442,776.11,32.35042,759.04
14.28568,776.11,32.35042,759.04
15.28692,776.11,32.35042,759.04
16.28866,776.11,32.35042,759.04
17.29241,776.11,32.34986,759.04
18.29446,776.11,32.34984,759.04
19.29917,776.11,32.3498,759.04
20.32674,776.11,32.34966,759.04
21.33176,776.11,32.34966,759.04
22.35813,776.11,32.34966,759.04
23.38531,776.11,32.34966,759.04
24.38866,776.11,32.34966,759.04
25.39567,776.11,32.34966,759.04
26.42275,776.11,32.34966,759.04
27.42692,776.11,32.34966,759.04
28.43165,776.11,32.34928,759.04
29.43233,776.11,32.34928,759.04
30.43568,776.11,32.34904,759.04
31.43894,776.0013,32.35557,759.6111
32.44092,776.2745,32.31763,761.7617
33.44568,776.2748,32.30071,762.7488
34.4732,776.2748,32.30071,762.7488
