Time,X,Y,Z
297.3376,6.4,3.706144,-12.63
298.3474,6.4,3.703772,-12.63
299.3528,6.4,3.701567,-12.63
300.3564,6.4,3.699268,-12.63
301.3588,6.4,3.696788,-12.63
302.3603,6.4,3.696788,-12.63
303.364,6.4,3.690665,-12.63
304.3681,6.4,3.690639,-12.63
305.3947,6.4,3.68538,-12.63
306.3979,6.4,3.684577,-12.63
307.4039,6.4,3.683538,-12.63
308.4076,6.4,3.683538,-12.63
309.4107,6.4,3.678873,-12.63
310.4143,6.4,3.678873,-12.63
311.4167,6.4,3.678873,-12.63
312.4274,6.4,3.678873,-12.63
313.432,6.4,3.678873,-12.63
314.4336,6.4,3.678873,-12.63
315.4411,6.4,3.678873,-12.63
316.4415,6.4,3.678873,-12.63
317.4508,6.4,3.678873,-12.63
318.4553,6.4,3.678873,-12.63
319.4662,6.4,3.678873,-12.63
320.4713,6.4,3.678873,-12.63
321.4742,6.4,3.678873,-12.63
322.4773,6.4,3.678873,-12.63
323.4803,6.4,3.678873,-12.63
324.492,6.4,3.678873,-12.63
325.4951,6.4,3.678873,-12.63
326.4963,6.4,3.678873,-12.63
327.5078,6.4,3.678873,-12.63
328.5222,6.4,3.678873,-12.63
329.534,6.4,3.678873,-12.63
