Time,X,Y,Z
1221.697,23.05,3.305969,8.87
1222.703,23.05,3.305969,8.87
1223.752,22.888,3.305969,7.921044
1224.782,26.91903,3.30597,7.611355
1225.81,26.46269,3.305969,7.269429
1226.814,23.95974,3.305969,7.760493
1227.843,24.93828,3.305969,7.616294
1228.891,24.93828,3.305969,7.616294
1229.92,24.93828,3.305969,7.616294
1230.92,24.93828,3.305969,7.616294
1231.924,21.97321,3.305969,8.875908
1232.952,23.78855,3.305969,13.58867
1233.974,24.93467,3.305969,9.075434
1234.979,25.60331,3.305969,8.00271
1236.029,25.60331,3.305969,8.00271
1237.056,25.60331,3.305969,8.00271
1238.084,25.60331,3.305969,8.00271
1239.111,25.60331,3.305969,8.00271
1240.116,25.60331,3.305969,8.00271
1241.167,25.60331,3.305969,8.00271
1242.195,25.60331,3.305969,8.00271
1243.225,25.60331,3.305969,8.00271
1244.225,25.60331,3.305969,8.00271
1245.251,25.60331,3.305969,8.00271
1246.276,25.60331,3.305969,8.00271
1247.294,25.60331,3.305969,8.00271
1248.296,25.60331,3.305969,8.00271
