Time,X,Y,Z
1.054541,1407.74,22.68329,431.33
2.068766,1407.74,22.68329,431.33
3.069167,1408.39,22.52054,429.0397
4.095575,1408.484,22.9933,431.8384
5.103536,1407.006,22.87786,431.9041
6.104261,1407.006,22.87786,431.9041
7.156276,1407.006,22.87701,431.9041
8.184026,1407.007,22.86883,431.8912
9.20624,1406.609,22.73057,431.1838
10.20928,1407.194,22.82068,431.4611
11.21058,1406.044,22.61539,430.7448
12.21067,1406.044,22.61539,430.7448
13.23895,1406.044,22.61539,430.7448
14.26018,1406.655,22.62398,430.0108
15.26512,1408.487,22.30186,426.3968
16.29338,1405.435,22.63367,423.54
17.3182,1403.621,22.48754,426.5223
18.36943,1401.355,22.45987,430.3272
19.39558,1403.938,22.92948,434.2734
20.40103,1406.181,22.64378,430.8959
21.43018,1405.4,23.18859,434.5512
22.47617,1409.482,23.69421,433.9736
23.51201,1411.213,22.60686,431.4453
24.51283,1406.864,23.01042,432.6462
25.54122,1405.533,22.71042,431.9631
26.56721,1405.533,22.71042,431.9631
27.59565,1405.533,22.71042,431.9631
28.61812,1405.533,22.71042,431.9631
29.64562,1405.533,22.70257,431.9631
30.64865,1405.134,23.15211,434.8251
31.67349,1404.38,22.90098,439.8713
32.67352,1404.291,22.66673,441.9676
33.67651,1404.291,22.66673,441.9676
34.70074,1404.291,22.66673,441.9676
35.72898,1404.291,22.66673,441.9676
36.75598,1404.291,22.66673,441.9676
37.78288,1404.291,22.66567,441.9676
38.80896,1404.291,22.66567,441.9676
39.83754,1404.291,22.66567,441.9676
40.86704,1404.291,22.66567,441.9676
41.89206,1404.291,22.66523,441.9676
42.89663,1404.291,22.66465,441.9676
43.91883,1403.32,22.69609,444.11
44.94611,1401.435,22.81126,448.8495
45.94865,1401.295,22.8638,449.6875
46.97615,1401.295,22.86372,449.6875
48.00335,1401.295,22.86366,449.6875
49.02953,1400.211,22.98686,451.2631
50.07856,1400.211,22.98686,451.2631
51.09388,1400.211,22.98686,451.2631
52.09574,1400.211,22.98686,451.2631
53.10836,1400.211,22.98686,451.2631
54.13088,1400.211,22.98686,451.2631
