Time,X,Y,Z
11.97892,23.05,3.305969,8.87
13.01274,23.05,3.305969,8.87
14.04589,24.07441,3.30597,8.239271
15.04888,22.58147,3.30597,9.110587
16.05241,21.72543,3.305969,9.611851
17.05493,21.72543,3.305969,9.611851
18.05883,21.72543,3.305969,9.611851
19.06157,21.72543,3.305969,9.611851
20.06622,22.48796,3.30597,10.28755
21.06656,22.28858,3.305969,9.783194
22.06873,22.28858,3.305969,9.783194
23.07116,22.28858,3.305969,9.783194
24.07342,22.66006,3.305969,9.153578
25.07602,24.40581,3.305969,7.267547
26.07892,24.40581,3.305969,7.267547
27.08211,24.40581,3.305969,7.267547
28.08242,24.53042,3.30597,7.588056
29.08432,24.63631,3.305969,10.09441
30.08746,24.55944,3.305969,6.332723
31.09029,24.96932,3.305969,6.950486
32.09221,24.96932,3.305969,6.950486
33.09553,24.96932,3.305969,6.950486
34.09922,24.96932,3.305969,6.950486
